"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"GRU",0.1,41,0.45,0.465573770491803,0.0884353741496599,0.816455696202532,0.452445535176096,0.534426229508197,FALSE
"GRU",0.1,41,0.5,0.390163934426229,0.45578231292517,0.329113924050633,0.392448118487902,0.60983606557377,FALSE
"GRU",0.1,41,0.55,0.442622950819672,0.884353741496599,0.0316455696202532,0.457999655558426,0.557377049180328,FALSE
"GRU",0.1,41,0.6,0.475409836065574,0.979591836734694,0.00632911392405063,0.492960475329372,0.524590163934426,FALSE
"GRU",0.1,41,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,41,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,64,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,64,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,64,0.4,0.508196721311475,0.0136054421768707,0.968354430379747,0.490979936278309,0.491803278688525,FALSE
"GRU",0.1,64,0.45,0.472131147540984,0.0476190476190476,0.867088607594937,0.457353827606992,0.527868852459016,FALSE
"GRU",0.1,64,0.5,0.390163934426229,0.374149659863946,0.40506329113924,0.389606475501593,0.60983606557377,FALSE
"GRU",0.1,64,0.55,0.468852459016393,0.965986394557823,0.00632911392405063,0.486157754240937,0.531147540983607,FALSE
"GRU",0.1,64,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,64,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,64,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
